ALD,ATFD,CALIN,CC,CCL,CDISP,CEXT,CINT,CM,CYCLO,FANIN,FANOUT,FANOUTCLASS,FDP,LAA,LOC,MAXNESTING,NOAV,NOEU,NOLV,NOP,is_brain
0,0,0,1,1,0,0,0,1,1,1,2,0,1,4,0,3,1,0,5,5,TRUE
0,0,0,0,1,0,0,0,0,1,0,2,0,1,3,0,2,0,0,5,5,TRUE
0,9,16,0,2,0.5,1,2,0,7,0,13,4,0,50,4,12,0,0,5,5,TRUE
0,0,0,0,1,0,0,0,0,1,1,4,0,1,5,0,4,0,0,4,4,TRUE
6,0,2,0,3,0,0,0,0,17,0,2,0,1,29,2,4,0,2,4,4,TRUE
0,0,0,1,1,0,0,0,1,1,1,0,0,1,3,0,0,1,0,4,4,TRUE
5,0,0,0,2,0,0,0,0,4,1,5,0,1,22,2,8,0,2,4,4,TRUE
1,0,0,0,5,0,0,0,0,1,0,5,0,1,10,0,5,0,1,4,4,TRUE
0,0,0,1,1,0,0,0,1,1,1,0,0,1,5,0,0,1,0,4,4,TRUE
0,0,0,1,1,0,0,0,1,1,1,0,0,1,6,0,0,1,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,1,2,0,1,8,0,3,0,0,4,4,TRUE
0,0,1,0,3,0,0,0,0,1,0,1,0,1,3,0,4,0,0,4,4,FALSE
0,0,2,1,3,0,0,0,1,5,1,3,0,1,29,4,8,1,5,4,4,TRUE
0,0,5,1,2,0.5,1,2,1,3,2,6,0,1,34,2,8,1,5,4,4,TRUE
0,0,2,0,3,0,0,0,0,1,1,3,0,1,4,0,5,0,1,4,4,TRUE
0,0,1,0,3,0,0,0,0,1,4,3,0,1,4,0,5,0,1,4,4,TRUE
0,0,3,0,1,0,0,0,0,1,2,4,0,1,5,0,6,0,2,4,4,TRUE
0,0,1,0,2,0,0,0,0,1,2,2,0,1,4,0,5,0,1,4,4,TRUE
0,0,1,0,1,0,0,0,0,1,1,2,0,1,4,0,5,0,1,4,4,TRUE
0,0,1,0,3,0,0,0,0,1,5,1,0,1,3,0,4,0,0,4,4,TRUE
1,0,2,1,2,0,0,0,1,6,2,4,0,1,13,3,7,1,0,4,4,TRUE
1,0,2,1,4,0,0,0,1,6,1,4,0,1,11,3,5,1,0,4,4,FALSE
1,0,0,0,2,0,0,0,0,1,2,2,0,1,5,0,6,1,0,4,4,TRUE
0,0,0,1,1,0,0,0,1,1,1,0,0,1,5,0,0,1,0,4,4,TRUE
3,0,0,0,1,0,0,0,0,4,1,7,0,1,15,2,5,0,5,4,4,TRUE
0,0,0,0,3,0,0,0,0,1,0,1,0,1,3,0,5,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,0,5,0,1,6,0,5,0,1,4,4,TRUE
0,0,2,0,2,1,1,1,0,5,1,8,0,1,16,2,3,0,0,4,4,TRUE
0,0,0,1,2,1,1,1,1,1,1,1,0,1,3,0,5,1,0,4,4,TRUE
0,0,0,1,1,0,0,0,2,0,2,0,0,1,0,0,0,2,0,4,4,FALSE
0,0,0,1,2,0,0,0,1,2,1,8,0,1,9,1,4,1,0,4,4,TRUE
0,0,0,1,3,0,0,0,1,1,1,3,0,1,3,0,4,1,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,2,1,7,0,1,21,1,9,0,5,4,4,TRUE
0,0,1,0,6,0,0,0,0,9,1,9,0,1,43,3,10,0,6,4,4,TRUE
0,0,0,0,2,1,1,1,0,8,1,2,0,1,16,2,4,0,1,4,4,TRUE
0,0,1,0,3,1,1,1,0,29,1,6,0,1,97,4,11,0,9,4,4,TRUE
0,0,1,0,3,1,1,1,0,29,1,6,0,1,101,4,12,0,9,4,4,TRUE
0,0,0,0,1,0,0,0,0,6,0,1,0,1,53,2,4,0,9,4,4,TRUE
0,0,0,0,1,0,0,0,0,10,0,1,0,1,54,2,5,0,8,4,4,TRUE
0,0,1,0,1,0,0,0,0,1,0,1,0,1,4,0,0,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,2,0,0,0,0,1,0,1,0,1,3,0,4,0,0,4,4,TRUE
0,0,1,0,1,0,0,0,0,1,0,1,0,1,3,0,0,0,0,4,4,TRUE
0,0,0,0,2,0.5,1,2,0,1,1,5,0,1,6,0,5,0,1,4,4,TRUE
0,0,3,0,3,0,0,0,0,1,0,4,0,1,11,0,6,0,3,4,4,TRUE
0,0,5,0,2,0,0,0,0,1,1,6,0,1,15,0,9,0,5,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,4,1,0,1,3,0,4,0,0,4,4,TRUE
0,0,1,0,1,0,0,0,0,1,0,1,0,1,3,0,0,0,0,4,4,TRUE
0,0,1,0,1,0,0,0,0,1,0,1,0,1,3,0,0,0,0,4,4,TRUE
0,0,1,0,1,0,0,0,0,1,0,1,0,1,3,0,0,0,0,4,4,FALSE
0,0,0,3,1,0,0,0,6,1,7,0,0,1,6,0,0,6,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,2,2,5,0,1,16,1,8,0,2,4,4,TRUE
0,0,0,0,1,0,0,0,0,3,1,2,0,1,7,1,4,0,0,4,4,TRUE
4,0,1,0,1,0,0,0,0,7,11,4,0,1,21,2,7,0,2,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,0,1,0,1,3,0,4,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,0,2,0,1,10,0,0,0,0,4,4,TRUE
0,0,1,1,5,0.5,1,2,1,3,2,6,0,1,13,1,6,1,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,3,1,4,0,1,8,2,5,0,2,4,4,TRUE
0,0,1,0,2,0.5,1,2,0,1,0,6,0,1,13,2,6,0,2,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,0,0,0,0,4,4,TRUE
3,0,2,0,1,0,0,0,0,2,0,6,0,1,26,1,7,0,4,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,0,1,0,1,4,0,1,0,0,4,4,TRUE
0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,4,4,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,4,4,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,4,4,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,0,0,0,0,4,4,FALSE
0,0,0,2,1,0,0,0,3,1,3,0,0,1,4,0,0,3,0,4,4,TRUE
0,0,0,1,1,0,0,0,2,1,2,0,0,1,4,0,0,2,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,1,0,1,6,0,1,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,2,0,0,1,6,0,0,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,1,1,1,0,0,1,7,0,0,1,0,4,4,TRUE
0,0,0,0,3,0,0,0,0,1,0,6,0,1,10,0,4,0,1,4,4,TRUE
0,0,0,2,1,0,0,0,2,1,3,5,0,1,9,0,6,2,2,4,4,TRUE
0,1,0,0,4,0.5,1,2,0,3,0,11,1,0,17,1,12,0,5,4,4,TRUE
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,4,FALSE
1,1,0,0,4,0.5,1,2,0,4,0,14,1,0.5,37,3,15,0,9,4,4,TRUE
0,0,0,0,4,1,1,1,0,1,0,3,0,1,4,0,6,0,1,4,4,TRUE
0,0,0,0,2,0,0,0,0,3,1,4,0,1,13,1,3,0,3,4,4,TRUE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,1,4,0,0,1,6,0,0,0,0,4,4,TRUE
0,1,2,0,2,0,0,0,0,0,1,4,1,0,0,0,3,0,3,4,4,TRUE
0,0,1,0,2,0,0,0,0,1,0,2,0,1,3,0,4,0,0,4,4,TRUE
0,0,1,1,2,0,0,0,1,1,1,2,0,1,3,0,4,1,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,0,0,0,0,4,4,TRUE
0,0,1,0,1,0,0,0,0,2,3,2,0,1,6,1,6,0,2,4,4,TRUE
0,0,2,0,2,0,0,0,0,2,0,3,0,1,5,0,6,0,0,4,4,TRUE
0,0,0,0,3,0,0,0,0,3,1,1,0,1,5,0,4,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,3,1,1,0,1,10,2,6,0,1,4,4,TRUE
0,0,2,0,1,0,0,0,0,6,0,3,0,1,10,3,6,0,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,0,0,0,4,4,TRUE
0,0,1,0,2,0,0,0,0,11,0,7,0,1,46,2,13,0,12,4,4,TRUE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,2,0,0,0,0,5,0,1,0,1,9,1,4,0,2,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,0,1,0,1,3,0,4,0,0,4,4,FALSE
0,0,1,0,1,0,0,0,0,1,0,2,0,1,3,0,4,0,0,4,4,FALSE
0,0,0,0,2,0,0,0,0,1,0,2,0,1,3,0,4,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,0,2,0,1,3,0,4,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,0,2,0,1,3,0,4,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,0,2,0,1,3,0,4,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,0,2,0,1,3,0,4,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,4,0,1,0,1,10,1,4,0,1,4,4,TRUE
0,0,0,0,2,0,0,0,0,11,0,3,0,1,56,3,6,0,8,4,4,TRUE
0,0,1,0,2,0,0,0,0,1,0,3,0,1,3,0,4,0,0,4,4,TRUE
0,0,1,0,2,0,0,0,0,1,0,3,0,1,3,0,4,0,0,4,4,TRUE
0,0,1,0,2,0,0,0,0,1,0,3,0,1,3,0,4,0,0,4,4,TRUE
0,0,1,0,2,0,0,0,0,1,0,3,0,1,3,0,4,0,0,4,4,TRUE
0,0,1,0,2,0,0,0,0,1,0,3,0,1,3,0,4,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,3,0,1,0,1,5,1,4,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,4,0,1,0,1,10,1,4,0,1,4,4,TRUE
1,0,0,0,2,0,0,0,0,1,0,1,0,1,4,0,5,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,2,0,1,0,1,6,1,4,0,1,4,4,TRUE
0,0,2,0,2,0,0,0,0,7,0,3,0,1,29,3,8,0,7,4,4,TRUE
0,0,2,0,2,0,0,0,0,10,0,3,0,1,41,3,8,0,10,4,4,TRUE
0,0,0,0,3,0,0,0,0,12,5,8,0,1,41,4,5,0,3,4,4,TRUE
0,0,2,0,1,0,0,0,0,2,0,3,0,1,6,1,4,0,0,4,4,TRUE
0,0,2,0,1,0,0,0,0,2,0,3,0,1,6,1,4,0,0,4,4,TRUE
1,0,0,0,2,0,0,0,0,1,0,3,0,1,4,0,5,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,3,1,2,0,1,6,1,4,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,1,2,0,0,1,4,0,0,0,0,4,4,TRUE
0,1,0,0,3,1,1,1,0,1,0,2,1,0,6,0,1,0,0,4,4,TRUE
1,0,1,0,3,1,3,3,0,3,0,10,0,1,44,1,12,0,6,4,4,TRUE
0,1,0,0,3,0.5,1,2,0,2,0,3,1,0,6,1,1,0,0,4,4,TRUE
6,1,1,0,3,1,2,2,0,5,0,14,1,0.86,53,2,18,0,9,4,4,TRUE
2,1,1,0,3,1,2,2,0,4,0,6,1,0.67,46,1,19,0,10,4,4,TRUE
1,0,3,0,3,1,2,2,0,1,0,5,0,1,28,0,14,0,5,4,4,TRUE
2,0,3,0,5,1,2,2,0,1,0,4,0,1,19,0,7,0,2,4,4,TRUE
0,0,1,0,2,0,0,0,0,1,0,2,0,1,8,0,5,0,1,4,4,TRUE
0,0,2,0,2,0,0,0,0,2,0,3,0,1,13,1,5,0,1,4,4,TRUE
0,0,1,0,2,0,0,0,0,3,0,1,0,1,46,1,3,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,1,1,1,0,0,1,6,0,0,1,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,0,0,0,0,4,4,TRUE
1,0,0,0,2,0,0,0,0,1,1,2,0,1,4,0,3,0,0,4,4,TRUE
0,0,0,2,1,0,0,0,4,0,5,0,0,1,0,0,0,4,0,4,4,FALSE
0,0,0,0,4,1,1,1,0,9,1,3,0,1,21,3,5,0,1,4,4,TRUE
0,0,0,0,4,1,1,1,0,3,1,3,0,1,8,1,4,0,1,4,4,TRUE
1,0,0,0,2,0,0,0,0,1,0,1,0,1,7,0,1,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,0,1,0,1,3,0,4,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,0,1,0,1,3,0,4,0,0,4,4,TRUE
0,0,1,0,2,0,0,0,0,1,0,2,0,1,4,0,5,0,1,4,4,TRUE
0,0,1,0,2,0,0,0,0,1,0,2,0,1,4,0,5,0,1,4,4,TRUE
0,0,1,0,2,0,0,0,0,1,0,2,0,1,4,0,5,0,1,4,4,TRUE
0,0,1,0,2,0,0,0,0,1,0,2,0,1,4,0,5,0,1,4,4,TRUE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,5,0,0,0,0,1,0,1,0,1,3,0,4,0,0,4,4,TRUE
0,0,3,0,3,1,1,1,0,6,0,5,0,1,37,1,9,0,6,4,4,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,7,0,0,0,0,4,4,TRUE
0,0,0,0,3,0,0,0,0,2,0,3,0,1,10,1,5,0,0,4,4,TRUE
0,0,0,0,3,0,0,0,0,2,0,3,0,1,10,1,5,0,0,4,4,TRUE
1,0,3,0,1,0,0,0,0,3,2,4,0,1,12,1,6,0,1,4,4,TRUE
1,0,0,0,2,1,1,1,0,4,2,9,0,1,24,1,8,0,2,4,4,TRUE
0,0,0,0,1,0,0,0,0,5,0,2,0,1,27,3,5,0,2,4,4,TRUE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
4,0,0,0,7,0.33,1,3,0,19,2,6,0,1,75,3,10,1,3,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,0,1,0,1,6,0,2,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
3,0,2,0,3,0,0,0,0,2,0,3,0,1,5,1,5,0,0,4,4,TRUE
0,0,1,0,1,0,0,0,0,1,0,1,0,1,3,0,0,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,2,0,1,0,1,6,1,1,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,0,0,0,4,4,TRUE
0,0,7,0,3,1,1,1,0,1,0,10,0,1,6,0,5,0,1,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,3,1,0,1,3,0,4,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,4,4,TRUE
0,0,1,0,1,0,0,0,0,1,0,2,0,1,9,0,6,0,3,4,4,TRUE
0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,4,4,FALSE
0,0,1,0,3,0,0,0,0,2,0,2,0,1,9,1,5,0,4,4,4,TRUE
0,0,1,0,2,0,0,0,0,1,0,2,0,1,4,0,5,0,1,4,4,TRUE
0,0,2,0,3,0.5,1,2,0,1,1,5,0,1,8,0,8,0,3,4,4,TRUE
0,0,2,0,1,0,0,0,0,3,1,3,0,1,6,0,5,0,1,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,0,0,0,0,4,4,TRUE
0,0,2,0,2,0,0,0,0,8,3,3,0,1,28,4,5,0,9,4,4,TRUE
0,0,2,0,1,0,0,0,0,3,2,2,0,1,8,1,5,0,1,4,4,TRUE
0,0,2,0,1,0,0,0,0,3,1,2,0,1,10,1,6,0,2,4,4,TRUE
0,0,0,0,1,0,0,0,0,2,1,0,0,1,5,1,0,0,1,4,4,TRUE
2,0,0,0,1,0,0,0,0,1,2,1,0,1,11,0,2,0,0,4,4,FALSE
4,0,0,0,1,0,0,0,0,7,1,10,0,1,36,3,6,0,4,4,4,TRUE
2,0,0,0,5,0.2,1,5,0,6,0,8,0,1,43,2,6,0,5,4,4,TRUE
2,0,3,0,2,0.5,1,2,0,1,0,5,0,1,12,0,3,0,0,4,4,TRUE
0,0,4,0,4,0.25,1,4,0,4,0,13,0,1,42,2,13,0,10,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,1,1,0,1,5,0,0,1,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,1,0,0,1,4,0,0,1,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,2,0,0,0,0,1,0,1,0,1,6,0,3,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,4,FALSE
0,0,2,0,2,0.5,1,2,0,1,0,4,0,1,13,0,4,0,0,4,4,TRUE
0,9,0,0,3,1,2,2,0,2,0,3,3,0,13,1,11,0,0,4,4,TRUE
0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,4,4,FALSE
0,0,0,0,4,0,0,0,0,1,1,5,0,1,10,0,8,0,3,4,4,TRUE
0,0,0,0,5,0,0,0,0,1,1,7,0,1,12,0,8,0,3,4,4,TRUE
0,0,1,0,2,0,0,0,0,2,2,15,0,1,30,1,8,0,6,4,4,TRUE
0,0,1,0,2,0,0,0,0,1,3,2,0,1,5,0,6,0,2,4,4,TRUE
0,0,0,0,3,0,0,0,0,1,1,2,0,1,4,0,5,0,1,4,4,TRUE
0,0,0,1,1,0,0,0,1,1,1,0,0,1,4,0,0,1,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,8,0,0,0,0,4,4,FALSE
0,0,3,0,1,0,0,0,0,3,1,3,0,1,11,1,7,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,0,1,0,1,3,0,2,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,1,1,0,1,9,0,2,0,0,4,4,TRUE
0,0,0,0,3,0,0,0,0,2,0,3,0,1,6,1,5,0,0,4,4,TRUE
0,0,0,0,3,0,0,0,0,2,0,3,0,1,6,1,5,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,1,0,0,1,6,0,0,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,1,0,1,3,0,3,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,0,1,0,1,7,0,0,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,0,1,0,1,3,0,1,0,0,4,4,TRUE
0,0,1,0,2,1,1,1,0,1,0,2,0,1,3,0,3,0,0,4,4,TRUE
0,0,0,0,2,1,1,1,0,1,0,1,0,1,3,0,1,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,0,1,0,1,5,0,2,0,2,4,4,TRUE
0,0,1,0,1,0,0,0,0,2,0,2,0,1,79,1,1,0,0,4,4,TRUE
0,0,1,1,4,0,0,0,1,1,1,2,0,1,3,0,4,1,0,4,4,TRUE
1,0,0,0,2,0,0,0,0,1,0,1,0,1,3,0,5,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
3,0,0,1,2,0,0,0,1,3,1,7,0,1,14,1,9,1,2,4,4,TRUE
0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,4,4,FALSE
1,0,2,0,2,0,0,0,0,2,0,3,0,1,6,1,5,0,0,4,4,TRUE
0,0,0,1,1,0,0,0,1,1,1,0,0,1,3,0,0,1,0,4,4,TRUE
0,0,1,0,2,1,1,1,0,1,1,3,0,1,5,0,6,0,2,4,4,TRUE
0,0,0,1,1,0,0,0,1,1,1,0,0,1,3,0,0,1,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,4,4,TRUE
1,0,1,0,2,0,0,0,0,1,0,2,0,1,4,0,6,0,1,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,0,1,0,1,3,0,0,0,0,4,4,TRUE
0,0,5,0,2,1,1,1,0,4,0,6,0,1,46,4,10,0,7,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,3,1,0,1,3,0,4,0,0,4,4,TRUE
2,0,1,0,4,0,0,0,0,3,0,1,0,1,7,1,4,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,1,0,1,3,0,5,0,0,4,4,TRUE
0,0,0,1,3,0,0,0,1,1,1,1,0,1,7,0,0,1,0,4,4,TRUE
0,0,1,0,1,0,0,0,0,1,0,3,0,1,6,0,5,0,1,4,4,TRUE
0,0,1,0,1,0,0,0,0,1,0,4,0,1,7,0,6,0,1,4,4,TRUE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,1,1,3,0,0,0,1,4,1,2,0,1,11,0,2,1,0,4,4,TRUE
1,0,0,0,2,1,1,1,0,1,1,1,0,1,3,0,5,0,0,4,4,TRUE
1,0,0,0,2,1,1,1,0,1,1,1,0,1,3,0,5,0,0,4,4,TRUE
0,0,0,0,3,0,0,0,0,3,0,3,0,1,14,2,4,0,0,4,4,TRUE
1,0,0,0,2,1,1,1,0,1,0,1,0,1,3,0,5,0,0,4,4,TRUE
1,0,0,0,2,1,1,1,0,1,0,1,0,1,3,0,5,0,0,4,4,TRUE
2,0,1,0,2,1,1,1,0,3,0,2,0,1,13,2,5,0,0,4,4,TRUE
0,0,0,0,2,1,1,1,0,1,0,2,0,1,4,0,5,0,1,4,4,TRUE
0,0,0,0,2,1,1,1,0,1,0,2,0,1,4,0,5,0,1,4,4,FALSE
1,0,0,1,2,1,1,1,1,1,1,1,0,1,3,0,5,1,0,4,4,TRUE
0,0,1,0,4,0,0,0,0,1,0,1,0,1,3,0,4,0,0,4,4,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,1,6,0,0,1,0,4,4,TRUE
0,0,0,1,1,0,0,0,1,1,2,0,0,1,6,0,0,1,0,4,4,TRUE
0,0,7,0,1,0,0,0,0,8,1,13,0,1,35,2,24,0,16,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,0,0,0,4,4,TRUE
0,0,0,1,1,0,0,0,1,1,1,0,0,1,6,0,0,1,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,5,0,1,0,1,118,1,8,0,44,4,4,TRUE
0,0,0,0,2,0,0,0,0,5,0,1,0,1,124,1,8,0,44,4,4,TRUE
0,0,0,0,2,0,0,0,0,5,0,1,0,1,124,1,8,0,44,4,4,TRUE
0,0,0,0,2,0,0,0,0,5,0,1,0,1,123,1,8,0,44,4,4,TRUE
1,0,1,0,3,0,0,0,0,1,0,1,0,1,3,0,1,0,0,4,4,FALSE
0,0,3,0,2,0,0,0,0,2,1,4,0,1,6,1,6,0,2,4,4,TRUE
0,0,0,1,1,0,0,0,1,1,1,0,0,1,4,0,0,1,0,4,4,TRUE
0,0,0,5,2,0,0,0,5,1,5,1,0,1,3,0,4,5,0,4,4,TRUE
0,0,2,0,4,0,0,0,0,1,0,3,0,1,12,0,4,0,0,4,4,TRUE
0,0,0,2,5,0,0,0,2,1,3,1,0,1,3,0,5,2,0,4,4,TRUE
0,0,5,0,4,0,0,0,0,3,1,5,0,1,38,1,8,0,2,4,4,TRUE
0,0,3,0,3,0,0,0,0,4,0,3,0,1,13,2,5,0,3,4,4,TRUE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,FALSE
0,0,0,0,3,0,0,0,0,1,0,4,0,1,9,0,3,0,2,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,4,4,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,4,4,TRUE
0,0,0,0,2,0,0,0,0,1,2,1,0,1,4,0,3,0,0,4,4,TRUE
2,0,2,0,2,0,0,0,0,1,4,3,0,1,5,0,6,0,1,3,3,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,3,3,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,3,3,FALSE
0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,0,0,0,3,3,FALSE
0,0,0,0,2,0,0,0,0,1,0,1,0,1,3,0,3,0,0,3,3,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,3,3,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,3,3,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,3,3,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,3,3,FALSE
0,0,0,0,3,0,0,0,0,2,0,3,0,1,5,1,4,0,0,3,3,TRUE
0,0,3,1,4,0,0,0,1,3,1,4,0,1,9,1,4,1,2,3,3,TRUE
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,FALSE
