Contract,Dependents,DeviceProtection,InternetService,MonthlyCharges,MultipleLines,Partner,PaymentMethod,PhoneService,SeniorCitizen,TVProgram,TotalCharges,gender,tenure,Label
Month-to-month,No,No,DSL,28.54739825,No,No,Electronic check,Yes,0,No,129.9463997,Male,5,Yes
Month-to-month,No,Yes,Fiber optic,96.96039599,Yes,Yes,Electronic check,Yes,0,Yes,5701.148311,Male,59,Yes
Two year,No,Yes,DSL,39.6,No phone service,No,Bank transfer (automatic),No,0,No,2424.5,Male,60,No
One year,No,Yes,Fiber optic,109.55,Yes,Yes,Mailed check,Yes,1,Yes,4830.25,Female,43,Yes
Month-to-month,No,No,Fiber optic,100.3238459,Yes,Yes,Electronic check,Yes,0,Yes,2989.978523,Female,29,Yes
Month-to-month,No,No,Fiber optic,91.1154352,Yes,No,Electronic check,Yes,0,Yes,1579.696402,Male,17,Yes
Month-to-month,No,No,Fiber optic,81.82720452,No,No,Electronic check,Yes,0,No,81.82720452,Female,1,Yes
One year,No,Yes,Fiber optic,95.55,No,No,Electronic check,Yes,0,Yes,3692.85,Female,39,Yes
Month-to-month,No,No,Fiber optic,94.75,Yes,No,Electronic check,Yes,1,Yes,3653,Male,38,No
One year,No,No,Fiber optic,81.4,Yes,No,Credit card (automatic),Yes,0,No,3213.75,Male,39,No
Month-to-month,No,No,Fiber optic,81,Yes,Yes,Electronic check,Yes,1,No,371.65,Female,5,Yes
Month-to-month,No,Yes,Fiber optic,74.8,No,No,Credit card (automatic),Yes,0,No,3548.3,Female,46,No
Month-to-month,No,No,Fiber optic,90.6,No,No,Electronic check,Yes,0,Yes,90.6,Female,1,Yes
One year,Yes,No internet service,No,20,No,Yes,Credit card (automatic),Yes,0,No internet service,445.3,Male,23,No
One year,No,Yes,Fiber optic,111.55,Yes,Yes,Electronic check,Yes,0,Yes,5720.35,Male,51,No
Month-to-month,No,No,Fiber optic,69.95,No,No,Electronic check,Yes,1,No,69.95,Female,1,Yes
Month-to-month,No,No,DSL,60.25,Yes,No,Electronic check,Yes,0,Yes,170.5,Female,3,No
Month-to-month,No,No,Fiber optic,72.45029521,No,No,Electronic check,Yes,0,No,72.45029521,Female,1,Yes
Month-to-month,No,No,Fiber optic,98.82445779,No,No,Electronic check,Yes,0,No,294.0603386,Female,3,No
Month-to-month,No,No,DSL,36.67822003,No,No,Electronic check,Yes,0,No,54.19705049,Male,1,Yes
Month-to-month,No,No,Fiber optic,74.9,Yes,No,Mailed check,Yes,0,No,136.05,Female,2,No
Month-to-month,No,No,Fiber optic,101.6849353,Yes,No,Electronic check,Yes,0,Yes,4257.50323,Female,41,Yes
Month-to-month,No,No,Fiber optic,94.3102635,Yes,No,Electronic check,Yes,0,No,930.2710973,Female,9,Yes
Two year,Yes,No internet service,No,21.25,No,Yes,Mailed check,Yes,0,No internet service,711.9,Male,30,No
Month-to-month,No,No,Fiber optic,95.13099958,Yes,Yes,Electronic check,Yes,0,Yes,2873.540389,Male,31,Yes
Month-to-month,No,No,Fiber optic,75.9,No,No,Bank transfer (automatic),Yes,0,No,1373.05,Male,18,No
Two year,No,No,DSL,79.6,No,Yes,Bank transfer (automatic),Yes,0,Yes,5515.8,Female,68,No
Two year,Yes,No,DSL,35.05,No phone service,No,Bank transfer (automatic),No,0,No,844.45,Female,25,No
Month-to-month,No,No,Fiber optic,94.2,No,Yes,Electronic check,Yes,0,Yes,167.5,Male,2,Yes
One year,Yes,Yes,DSL,78.65,Yes,Yes,Mailed check,Yes,0,Yes,1663.75,Male,22,No
Month-to-month,No,No,Fiber optic,71.5718949,Yes,Yes,Electronic check,Yes,0,Yes,2406.828736,Male,34,Yes
Month-to-month,Yes,No,DSL,24.4,No phone service,Yes,Mailed check,No,0,No,36.55,Female,2,Yes
Month-to-month,Yes,No internet service,No,20.4,No,Yes,Bank transfer (automatic),Yes,0,No internet service,745.3,Male,40,No
Two year,No,No internet service,No,19.85,No,No,Bank transfer (automatic),Yes,0,No internet service,1434.1,Male,72,No
Month-to-month,No,No internet service,No,20.70357569,No,No,Mailed check,Yes,0,No internet service,24.04738837,Male,1,Yes
Month-to-month,No,No,DSL,59.74417686,No,No,Electronic check,Yes,0,No,59.74417686,Female,1,Yes
One year,Yes,No internet service,No,20.55,No,No,Credit card (automatic),Yes,0,No internet service,1013.05,Male,47,No
Month-to-month,No,No internet service,No,20.25,No,No,Bank transfer (automatic),Yes,0,No internet service,327.45,Male,16,Yes
Month-to-month,No,No,Fiber optic,62.26900633,Yes,Yes,Electronic check,Yes,0,Yes,3039.549371,Male,51,Yes
Two year,Yes,Yes,DSL,75.15,Yes,Yes,Bank transfer (automatic),Yes,1,No,3822.45,Male,50,No
Month-to-month,No,No,Fiber optic,108.1904537,Yes,No,Electronic check,Yes,0,Yes,2284.183874,Male,21,Yes
Month-to-month,No,Yes,Fiber optic,101.1,Yes,No,Electronic check,Yes,1,Yes,3744.05,Male,37,Yes
Month-to-month,No,No,Fiber optic,90.32861204,No,No,Electronic check,Yes,0,No,90.32861204,Male,1,Yes
Month-to-month,Yes,No,Fiber optic,88.8,Yes,Yes,Electronic check,Yes,0,Yes,3340.55,Female,37,No
Two year,No,Yes,Fiber optic,107.65,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,7082.85,Female,65,No
Two year,Yes,No,DSL,59.7,Yes,Yes,Mailed check,Yes,0,No,1414.2,Male,23,No
Month-to-month,No,No,Fiber optic,84.9,Yes,No,Electronic check,Yes,0,No,3067.2,Male,36,Yes
Month-to-month,No,No,Fiber optic,81.55,Yes,Yes,Bank transfer (automatic),Yes,0,No,5029.05,Female,63,No
Month-to-month,No,No internet service,No,19.75,No,No,Bank transfer (automatic),Yes,0,No internet service,297.3,Female,15,Yes
Month-to-month,No,No,Fiber optic,60.5165043,Yes,No,Electronic check,Yes,0,Yes,1028.393298,Female,17,No
Month-to-month,No,No,DSL,54.5,Yes,No,Credit card (automatic),Yes,0,No,568.2,Male,10,No
One year,Yes,No internet service,No,19.1,No,Yes,Credit card (automatic),Yes,0,No internet service,1143.8,Female,61,No
One year,Yes,Yes,DSL,55.35,No phone service,Yes,Credit card (automatic),No,0,No,1636.95,Male,29,No
Two year,No,Yes,DSL,80.55,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,5265.1,Female,66,Yes
Month-to-month,No,No,Fiber optic,84.62237655,Yes,No,Electronic check,Yes,0,Yes,1703.195904,Male,20,Yes
Month-to-month,No,No,Fiber optic,82.98770402,Yes,No,Electronic check,Yes,0,Yes,2048.76619,Male,25,Yes
Month-to-month,No,No,DSL,33.65514106,No,No,Electronic check,Yes,0,No,77.6969508,Male,2,Yes
Two year,No,No internet service,No,19.7,No,No,Mailed check,Yes,0,No internet service,419.4,Male,20,No
Month-to-month,No,No,Fiber optic,85.7168834,Yes,No,Electronic check,Yes,0,Yes,3874.582414,Female,43,No
One year,Yes,No,DSL,30.25,No phone service,Yes,Credit card (automatic),No,0,No,368.85,Female,12,No
Month-to-month,No,No,DSL,49.65,No phone service,Yes,Electronic check,No,0,Yes,2553.35,Female,51,No
Month-to-month,No,No,DSL,60.85,Yes,Yes,Bank transfer (automatic),Yes,0,No,2003.6,Female,34,No
Month-to-month,No,Yes,Fiber optic,89.8,Yes,Yes,Electronic check,Yes,1,No,914.3,Male,10,Yes
Month-to-month,No,No internet service,No,20.35,No,Yes,Bank transfer (automatic),Yes,0,No internet service,697.65,Male,37,No
Month-to-month,No,No,Fiber optic,26.51821449,No,No,Electronic check,Yes,0,No,97.71831992,Female,3,Yes
One year,No,No,DSL,55.35,Yes,Yes,Electronic check,Yes,0,No,2633.95,Male,49,No
Month-to-month,No,No,Fiber optic,96.26414571,Yes,No,Electronic check,Yes,0,Yes,2310.401695,Male,23,Yes
Month-to-month,No,No,DSL,47.79739545,No,No,Electronic check,Yes,0,No,47.79739545,Female,1,Yes
Two year,Yes,Yes,DSL,64.05,No,Yes,Credit card (automatic),Yes,0,No,4492.9,Female,71,No
Month-to-month,No,No,Fiber optic,80.3,Yes,No,Mailed check,Yes,0,No,324.2,Female,4,No
Two year,No,No internet service,No,24.65,Yes,No,Mailed check,Yes,1,No internet service,1766.75,Male,71,No
Month-to-month,No,No,Fiber optic,86.5,Yes,Yes,Electronic check,Yes,0,No,1808.7,Female,21,Yes
One year,No,Yes,DSL,82,Yes,No,Credit card (automatic),Yes,0,Yes,1425.45,Male,18,Yes
Month-to-month,No,No internet service,No,20.05,No,No,Mailed check,Yes,1,No internet service,20.05,Male,1,Yes
Month-to-month,No,Yes,DSL,49.55,No,Yes,Mailed check,Yes,0,No,878.35,Male,18,Yes
Month-to-month,No,Yes,Fiber optic,104.05,Yes,No,Mailed check,Yes,0,Yes,2470.1,Male,23,Yes
Month-to-month,No,No,Fiber optic,86.5,Yes,Yes,Electronic check,Yes,0,Yes,582.5,Female,7,Yes
Month-to-month,No,No,DSL,44.45,No,No,Mailed check,Yes,0,No,44.45,Female,1,Yes
Month-to-month,No,No internet service,No,20.35,No,Yes,Mailed check,Yes,0,No internet service,41.85,Female,2,No
Month-to-month,No,No internet service,No,24.85,Yes,No,Credit card (automatic),Yes,0,No internet service,493.4,Male,22,No
Two year,No,Yes,Fiber optic,96.35,Yes,Yes,Credit card (automatic),Yes,1,No,6766.95,Female,71,No
Two year,Yes,No internet service,No,19.3,No,Yes,Bank transfer (automatic),Yes,0,No internet service,890.5,Female,47,No
One year,No,Yes,DSL,68.45,Yes,Yes,Credit card (automatic),Yes,1,No,4014,Female,56,No
One year,Yes,Yes,Fiber optic,110.8,Yes,Yes,Electronic check,Yes,0,Yes,6840.95,Female,62,No
Month-to-month,No,No,Fiber optic,94.26240752,No,No,Electronic check,Yes,0,Yes,552.8008906,Female,6,Yes
Two year,Yes,Yes,Fiber optic,79.2,Yes,Yes,Credit card (automatic),Yes,0,No,5420.65,Male,69,No
Month-to-month,No,Yes,Fiber optic,89.15,No,No,Electronic check,Yes,1,Yes,1496.9,Female,17,Yes
Month-to-month,Yes,No internet service,No,20,No,Yes,Electronic check,Yes,0,No internet service,288.05,Male,15,Yes
Month-to-month,No,No,Fiber optic,100.4386256,Yes,No,Electronic check,Yes,0,No,779.4743249,Female,7,Yes
Month-to-month,Yes,No,DSL,65.5,No,Yes,Electronic check,Yes,0,No,616.9,Female,10,No
Month-to-month,No,No,Fiber optic,74.10637122,Yes,No,Electronic check,Yes,0,Yes,1443.263121,Female,19,Yes
One year,No,No,Fiber optic,101.9,No,Yes,Credit card (automatic),Yes,0,Yes,2681.15,Female,27,No
Month-to-month,No,No,Fiber optic,91.91110492,No,No,Electronic check,Yes,0,No,91.91110492,Male,1,Yes
Month-to-month,No,No,DSL,44.05,No,Yes,Electronic check,Yes,0,No,483.7,Female,11,Yes
One year,No,Yes,DSL,79.3,Yes,No,Credit card (automatic),Yes,0,Yes,2427.1,Female,30,No
Month-to-month,Yes,No,Fiber optic,85.9,No,No,Bank transfer (automatic),Yes,0,No,1269.55,Female,15,Yes
Month-to-month,No,No internet service,No,19.6,No,No,Credit card (automatic),Yes,0,No internet service,356.15,Male,20,No
Month-to-month,No,Yes,DSL,39.5,No phone service,No,Electronic check,No,0,No,210.75,Female,5,Yes
Month-to-month,No,Yes,DSL,52.3,No phone service,Yes,Bank transfer (automatic),No,1,Yes,3765.05,Male,71,No
Month-to-month,No,Yes,Fiber optic,103.9,Yes,Yes,Electronic check,Yes,0,Yes,2254.2,Female,21,Yes
Two year,Yes,No internet service,No,19.35,No,Yes,Mailed check,Yes,0,No internet service,867.3,Male,42,No
Month-to-month,No,No,Fiber optic,91.3,Yes,No,Electronic check,Yes,1,Yes,1094.5,Female,12,Yes
Month-to-month,No,No,Fiber optic,86.83222789,Yes,No,Electronic check,Yes,0,No,1280.156585,Female,15,Yes
Month-to-month,No,No internet service,No,19.75,No,No,Mailed check,Yes,0,No internet service,19.75,Male,1,Yes
One year,No,No,DSL,62.15,No,Yes,Bank transfer (automatic),Yes,0,Yes,2215.45,Female,35,No
Month-to-month,No,Yes,DSL,53.75,Yes,No,Electronic check,Yes,0,No,608,Male,11,Yes
Two year,Yes,No,Fiber optic,107.7,Yes,Yes,Credit card (automatic),Yes,0,Yes,7919.8,Male,72,No
Month-to-month,No,No,Fiber optic,79.85,Yes,No,Electronic check,Yes,0,No,797.25,Male,10,No
Two year,No,No internet service,No,20.05,No,No,Bank transfer (automatic),Yes,1,No internet service,1198.05,Male,64,No
Month-to-month,No,No internet service,No,20.19401832,No,No,Mailed check,Yes,0,No internet service,20.19401832,Male,1,No
Month-to-month,No,No,Fiber optic,77.37538862,No,No,Electronic check,Yes,0,No,418.8314593,Female,5,Yes
One year,No,Yes,Fiber optic,93.8,No,Yes,Electronic check,Yes,0,Yes,2939.8,Male,31,No
One year,No,Yes,DSL,79,No,No,Mailed check,Yes,0,Yes,4801.1,Male,60,No
Month-to-month,No,No,DSL,45.7,No,No,Mailed check,Yes,0,No,45.7,Male,1,Yes
Month-to-month,No,No,Fiber optic,74.4,Yes,No,Electronic check,Yes,1,No,74.4,Male,1,Yes
Two year,No,Yes,Fiber optic,99.45,No,No,Bank transfer (automatic),Yes,0,Yes,3109.9,Male,31,No
Two year,No,Yes,DSL,83.2,Yes,Yes,Electronic check,Yes,0,Yes,6126.1,Male,71,No
Month-to-month,No,No,DSL,29.7,No phone service,No,Electronic check,No,0,No,438.25,Male,15,Yes
Month-to-month,No,No,Fiber optic,83.90558186,Yes,No,Electronic check,Yes,0,Yes,1364.888794,Male,16,Yes
Month-to-month,No,No,Fiber optic,70.4,No,Yes,Bank transfer (automatic),Yes,0,No,1214.05,Male,17,Yes
Month-to-month,No,Yes,Fiber optic,94,Yes,No,Electronic check,Yes,0,Yes,773.65,Male,8,Yes
Month-to-month,Yes,Yes,Fiber optic,79.35,Yes,Yes,Bank transfer (automatic),Yes,0,No,661.25,Male,9,Yes
Month-to-month,No,No,Fiber optic,89.4,Yes,No,Credit card (automatic),Yes,0,No,5976.9,Male,66,No
Two year,No,Yes,Fiber optic,86.4,Yes,No,Credit card (automatic),Yes,0,No,6172,Male,71,No
Month-to-month,No,No,Fiber optic,61.75570414,No,No,Electronic check,Yes,0,No,280.2277174,Female,4,No
Month-to-month,No,Yes,Fiber optic,109.85,Yes,No,Credit card (automatic),Yes,0,Yes,7002.95,Female,63,No
One year,No,Yes,Fiber optic,105.75,Yes,Yes,Credit card (automatic),Yes,1,Yes,7629.85,Female,72,No
Month-to-month,No,No,Fiber optic,70.27255254,No,No,Electronic check,Yes,0,No,304.9470199,Female,4,Yes
One year,No,No,DSL,45.35,No phone service,Yes,Electronic check,No,0,Yes,2540.1,Female,58,No
Month-to-month,No,Yes,Fiber optic,86.58321757,Yes,Yes,Electronic check,Yes,0,Yes,4151.557129,Female,47,Yes
Month-to-month,No,No,DSL,52.45709201,No,No,Electronic check,Yes,0,No,52.45709201,Female,1,No
Two year,Yes,Yes,DSL,68.75,No,Yes,Credit card (automatic),Yes,0,No,4888.2,Female,72,No
Month-to-month,No,No,Fiber optic,70.3,No,No,Electronic check,Yes,0,No,70.3,Female,1,Yes
Month-to-month,No,No,DSL,49.9,No,No,Mailed check,Yes,0,No,130.1,Male,3,Yes
Month-to-month,No,No,Fiber optic,84.3,No,No,Mailed check,Yes,0,No,1855.65,Female,22,Yes
Two year,No,No internet service,No,25.55,Yes,Yes,Mailed check,Yes,0,No internet service,1714.95,Female,64,No
Month-to-month,No,No,DSL,59.15,No,No,Bank transfer (automatic),Yes,0,No,336.7,Male,6,No
One year,Yes,Yes,DSL,55.95,No phone service,Yes,Electronic check,No,0,Yes,1157.05,Female,21,Yes
Two year,Yes,No internet service,No,24.25,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,1424.6,Male,62,No
One year,Yes,Yes,Fiber optic,116.25,Yes,Yes,Electronic check,Yes,1,Yes,7862.25,Male,66,No
Month-to-month,No,No,DSL,35.75,No phone service,No,Electronic check,No,0,No,389.8,Male,10,No
Month-to-month,Yes,No,DSL,44.5,No,Yes,Electronic check,Yes,0,No,90.05,Male,2,No
One year,No,No,DSL,66.15,Yes,Yes,Credit card (automatic),Yes,0,Yes,4392.5,Male,64,No
Month-to-month,No,No,DSL,30.43330234,No,No,Electronic check,Yes,0,No,157.8928731,Female,5,No
One year,No,No,Fiber optic,101.15,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,6383.9,Female,61,No
Two year,No,No,DSL,67.95,No,Yes,Mailed check,Yes,0,No,4664.15,Male,70,No
Month-to-month,No,No,Fiber optic,80.3,No,Yes,Credit card (automatic),Yes,1,No,2483.05,Male,32,Yes
Month-to-month,No,No,Fiber optic,94.8,No,No,Credit card (automatic),Yes,0,Yes,3565.65,Female,36,No
Month-to-month,No,No,Fiber optic,90.65,Yes,No,Electronic check,Yes,0,No,2989.6,Female,33,No
Month-to-month,No,No,Fiber optic,68.65,No,No,Electronic check,Yes,0,No,1493.2,Female,21,No
Month-to-month,No,No,Fiber optic,78.9358581,Yes,No,Electronic check,Yes,0,No,853.2294437,Female,11,Yes
Month-to-month,No,No,Fiber optic,47.0955331,No,No,Electronic check,Yes,0,No,195.7433484,Female,3,Yes
One year,No,Yes,Fiber optic,110.15,Yes,Yes,Electronic check,Yes,0,Yes,6448.05,Male,59,Yes
Two year,Yes,Yes,DSL,49.65,No phone service,Yes,Credit card (automatic),No,0,No,305.55,Male,7,No
Month-to-month,No,Yes,Fiber optic,91.05,Yes,Yes,Credit card (automatic),Yes,1,No,4370.75,Male,48,No
Month-to-month,Yes,No,DSL,30.5,No phone service,Yes,Electronic check,No,0,No,167.2,Female,5,No
Month-to-month,No,No,Fiber optic,80.55349026,Yes,Yes,Electronic check,Yes,0,Yes,2846.768413,Male,36,No
One year,Yes,Yes,DSL,69.35,Yes,Yes,Credit card (automatic),Yes,0,No,4653.25,Male,67,No
Month-to-month,No,No internet service,No,19.95,No,No,Credit card (automatic),Yes,0,No internet service,19.95,Female,1,No
Month-to-month,No,No,Fiber optic,51.24286201,No,No,Electronic check,Yes,0,No,189.8025422,Female,3,Yes
Month-to-month,No,No,Fiber optic,63.72293062,No,No,Electronic check,Yes,0,No,1012.982536,Female,16,Yes
One year,Yes,No internet service,No,19.65,No,Yes,Mailed check,Yes,0,No internet service,708.8,Female,35,No
Month-to-month,No,Yes,Fiber optic,79.65,No,Yes,Mailed check,Yes,1,No,2365.15,Male,30,Yes
One year,Yes,No internet service,No,20.1,No,Yes,Mailed check,Yes,0,No internet service,85.1,Male,5,No
Month-to-month,No,No,Fiber optic,85.65,Yes,No,Electronic check,Yes,0,Yes,321.65,Female,4,Yes
One year,No,No,Fiber optic,105.5,No,Yes,Credit card (automatic),Yes,1,Yes,6205.5,Female,58,Yes
Month-to-month,Yes,No internet service,No,20.05,No,Yes,Mailed check,Yes,0,No internet service,406.05,Female,20,No
One year,Yes,Yes,DSL,70.8,No,No,Credit card (automatic),Yes,0,Yes,3478.15,Female,50,No
Month-to-month,No,Yes,Fiber optic,104.4,Yes,Yes,Electronic check,Yes,0,Yes,242.8,Female,2,Yes
One year,No,No,DSL,53.75,No,Yes,Credit card (automatic),Yes,0,No,1857.3,Female,33,No
Month-to-month,No,No,Fiber optic,95.09472648,Yes,No,Electronic check,Yes,0,Yes,2124.346921,Male,22,No
Month-to-month,No,Yes,Fiber optic,116.5,Yes,No,Electronic check,Yes,1,Yes,6382.55,Male,55,No
One year,No,Yes,Fiber optic,82.95,No,Yes,Credit card (automatic),Yes,1,No,4903.15,Male,59,No
Month-to-month,No,No,Fiber optic,96.30836045,Yes,No,Electronic check,Yes,0,Yes,2444.003663,Male,25,Yes
Month-to-month,Yes,No,Fiber optic,83.3,No,Yes,Electronic check,Yes,0,No,1845.9,Female,22,Yes
Month-to-month,No,Yes,Fiber optic,104.35,Yes,Yes,Electronic check,Yes,1,Yes,6578.55,Male,65,No
Month-to-month,No,No,Fiber optic,84.52853829,No,No,Electronic check,Yes,0,No,229.1015744,Female,2,Yes
Two year,Yes,No internet service,No,19.5,No,Yes,Bank transfer (automatic),Yes,0,No internet service,1167.6,Female,57,No
Month-to-month,No,No,DSL,30.6468148,No,No,Mailed check,Yes,0,No,30.6468148,Male,1,No
One year,No,No,Fiber optic,84.05,Yes,No,Electronic check,Yes,0,Yes,2781.85,Female,32,Yes
One year,No,Yes,Fiber optic,107,Yes,Yes,Credit card (automatic),Yes,0,No,6152.3,Female,59,No
Month-to-month,No,No,DSL,39.1,No phone service,Yes,Bank transfer (automatic),No,1,No,971.3,Male,24,Yes
Month-to-month,No,No,Fiber optic,75.41868136,No,No,Electronic check,Yes,0,No,75.41868136,Female,1,Yes
Two year,Yes,No internet service,No,25.25,Yes,Yes,Credit card (automatic),Yes,0,No internet service,274.7,Female,12,No
One year,Yes,Yes,DSL,64.5,No,No,Credit card (automatic),Yes,0,Yes,1929.95,Male,30,No
One year,No,No internet service,No,25.55,Yes,Yes,Mailed check,Yes,0,No internet service,672.2,Female,28,No
Two year,No,Yes,DSL,86.1,No,Yes,Bank transfer (automatic),Yes,0,Yes,6045.9,Male,71,No
Month-to-month,No,No,DSL,59.9,Yes,No,Mailed check,Yes,0,No,542.4,Male,9,No
One year,No,No,DSL,54.6,Yes,No,Bank transfer (automatic),Yes,0,No,1242.25,Male,24,No
One year,No,Yes,Fiber optic,106.9341369,Yes,Yes,Electronic check,Yes,0,Yes,6967.870363,Male,65,Yes
Two year,Yes,No,DSL,34.2,No phone service,Yes,Bank transfer (automatic),No,0,No,1782,Female,51,No
Month-to-month,No,No,DSL,35.03178781,No,No,Electronic check,Yes,0,No,121.0114242,Male,5,Yes
Month-to-month,No,Yes,Fiber optic,104.75,Yes,No,Electronic check,Yes,1,Yes,5841.35,Female,56,No
Two year,No,No internet service,No,24.5,Yes,Yes,Electronic check,Yes,0,No internet service,1816.2,Male,71,No
Month-to-month,Yes,No internet service,No,19.55,No,No,Mailed check,Yes,0,No internet service,128.6,Male,6,No
Month-to-month,No,No,Fiber optic,99.95,Yes,No,Electronic check,Yes,1,Yes,3186.65,Female,31,Yes
Two year,No,Yes,DSL,54.35,No,No,Credit card (automatic),Yes,0,No,2460.15,Female,46,Yes
Month-to-month,No,No internet service,No,20.45,No,No,Mailed check,Yes,0,No internet service,20.45,Male,1,No
Month-to-month,No,No,Fiber optic,84.3,Yes,No,Bank transfer (automatic),Yes,0,Yes,1537.9,Male,18,No
Month-to-month,No,No internet service,No,19.7,No,No,Bank transfer (automatic),Yes,0,No internet service,168.9,Male,8,No
Two year,Yes,Yes,DSL,87.55,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,6463.15,Male,72,No
One year,No,No,Fiber optic,94,Yes,No,Bank transfer (automatic),Yes,0,Yes,5757.2,Female,62,No
Month-to-month,No,No,Fiber optic,95.45,Yes,No,Electronic check,Yes,0,Yes,95.45,Male,1,Yes
Two year,No,Yes,Fiber optic,104.7,Yes,No,Electronic check,Yes,0,Yes,6333.8,Female,60,No
Month-to-month,No,No,Fiber optic,70.3,No,No,Electronic check,Yes,0,No,144,Male,2,No
Month-to-month,Yes,Yes,DSL,50.45,No,Yes,Mailed check,Yes,0,No,50.45,Female,1,Yes
Month-to-month,No,No,Fiber optic,75.55,Yes,No,Electronic check,Yes,0,No,166.3,Female,2,Yes
Two year,Yes,Yes,Fiber optic,104.8,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,6597.25,Male,63,No
Month-to-month,No,No,Fiber optic,96.44850373,Yes,Yes,Electronic check,Yes,0,Yes,2343.039117,Male,23,Yes
Month-to-month,No,No,DSL,45,No phone service,No,Credit card (automatic),No,0,Yes,298.7,Female,6,No
